id,source,target
b5a8837351cdd92bb7012a6efc7fa0c2a85f09ae,选择过程当前不可用。请稍后再检查。,选择过程当前不可用。请稍后再检查。
3bc1464580a5f0bc58b14641b28255a850043bb7,天数,天数
041620337eaebda87971d345d05697639dfe78e4,步,步
193502359afc6f89d8d37537defeabbd462a64f4,职责范围,职责范围
34c83315b26356af647dee4ac9f816536bb3062c,尚无此机会的推荐信,尚无此机会的推荐信
cdb3ee2cb14b610d4118c3657d65973a5d90208a,-项目费用,-项目费用
baa2c9c0aa1c79e10e205a5ef7dc5a16805781f5,项目费用包括：,项目费用包括：
1d4c16ba54f73d1e9c47dc9ce95ba072bda095b0,住宿费用,住宿费用
4152811f18dd429f081cffc266c6e46359c171f1,接机费用,接机费用
6d7c603fde05b4e8caf486157aad211488511590,领导空间,领导空间
a0c6be8fc6cec46249fa31d1c9ee4fd72bc2a8c1,行政费用,行政费用
2df98a1c5406d982f00a3d7096caaa271cf559d7,一次在国外支付现金,一次在国外支付现金
dd0ce3b9638c246ec42872e646f783fdc9466596,该项目的费用由,该项目费用由以下机构赞助
bf78ed699ca51622222ed11fb5f59e0871b3699e,有关费用的更多信息，,有关费用的更多信息，
6a819e802bdbaedddb5acb10ce41c5a86e7336d4,登录以查看与此机会相关的费用,登录以查看与此机会相关的费用
8b34875ab0c8b8149e1cb19fc2f00080be6095a5,-必填,-必填
f2e041aa16a74be84a7b561170e0de1877c34363,个人资料,个人资料
ddb23021acde0ce82888106f550fdcd3b8cccea8,教育,教育
b7e4a206c2d9ad0f0268bb54d91aa4851eb445b9,进行中,进行中
bb06df4e6841dc75dc50071bdcfe7f5592a92cce,学位标题,学位标题
3ce0643d7ad7b0f15edd81f3a909ac36197d931e,研究所名称,研究所名称
3466929d9b944feda401b28f5bc4181e4274f61b,你的研究领域是什么？,你的研究领域是什么？
a43f25a9ac40e8e2441ff0be7a36b8e5d15534df,国家,国家
3e6acd589d8b82cafd8546409da0a36469d297a0,开始日期,开始日期
0f551576faafbd2806d4af653469655f1b35afe1,结束日期,结束日期
20d9489fdbfc121f7c504271b36691515d02f632,职称,职称
fbaed105e9bfc80665bb7e0d5caaeae41f24ea83,机构名称,机构名称
f7b541725f7e51a66db6c6e7641b3ff467e535b8,行业,行业
06e431908c530c93b5b25b5cc2eb13a3e430a4af,申请问卷,申请问卷
b3b063b80b42821b35ca8d5289312b5d6366ea22,请记住，该组织将根据您的答案将您列入候选名单。,请记住，该组织将根据您的答案将您列入候选名单。
20bfb927a41594dfb6b29588ba17981f10eec9f8,上传文件,上传文件
faf4f5f1ae625b4d1033e27a059456fd13d2c1d4,选择最近,选择最近
c8ac022dae267e926db44cb2a8481e1927af5f74,项目,项目
c36a66f2107e8da5371ebc9d15c2008dff567f46,角色,角色
38da4b5487b497eba12b986a9007d8d8a62cd311,插槽,插槽
b057486cfec9a40fa4bd409508a0df876f2a9189,合格,合格
15da40d583913edfae7848eefbb35d5d14d456d5,后勤,后勤
7c260a18a0c65bfb138da071a4d8d091ad7837ba,节目,节目
d49bde1d32c842fec80a04300a10454542104e70,评论,评论
55ad0e22c9804fd2e3793b38069381251f720000,选择最适合您的插槽,选择最适合您的插槽
87e1317a912cebc52d76d5c0f613893eb49d1582,在您住宿期间将为您提供的服务。,在您住宿期间将为您提供的服务。
11fdf5f9be1e5cce351773ec55ebf9b20b1a5406,如果被选为这份工作将需要什么。,如果被选为这份工作将需要什么。
a5d65d5df2df1ae1b1ef57e3a7d13b9f6222f3f4,成为志愿者的好处,成为志愿者的好处
cfd90cdb1797fb01d8a57ace955a009f15548bb2,候选人的费用从,候选人的费用从
2359969d15da74af7ee13c5e83a343811f77dcd2,费用明细,费用明细
37717b6dd593a8b3c3c4a367c89f3947bdaefd44,这是来自,这是来自
55449a2c180a2fdc4667a883ba5dad8b6b058c30,交换费,交换费
ac145733630f7ba20692df65e577b8a2195b46c9,选择之后，您需要支付此费用。,选择之后，您需要支付此费用。
2c64e5b1cb995a13434008f3727c75fdc319343b,课程费用,课程费用
ed2013cc2bb42e6b6c752684a90227bdcc42b99a,机会开始后，您需要支付此费用。这包括所有后勤和管理费用。,机会开始后，您需要支付此费用。这包括所有后勤和管理费用。
735b990f516c778d9e48c314cedfc7e2b5cbbdf8,总费用,总费用
ec0905e96b0cfc34615a5d62f874f8c37b59b90b,了解有关如何为交换机会定价的更多信息,了解有关如何为交换机会定价的更多信息
b8cf5e374d1424c2c057807406976f85c694bf67,了解选择过程,了解选择过程
ff7fd3875d043c6c706982bece9581c66ff2c62c,可持续发展目标（SDG）是17个全球目标的集合，旨在成为“为所有人实现更好，更可持续的未来的蓝图”。联合国大会在2015年设定的目标是到2030年实现。,可持续发展目标（SDG）是17个全球目标的集合，旨在成为“为所有人实现更好，更可持续的未来的蓝图”。联合国大会在2015年设定的目标是到2030年实现。
a9d21da083306b01eadd683b9c656e15973f6b56,工作时间,工作时间
cd079ebaa0c8bccda59a9f2086aecb4e59b272be,您有2个必填背景中的2个,您有2个必填背景中的2个
2ccb59f416b9d20487b3d694be4ba25a57693493,在此机会期间，您将需要健康保险。,在此机会期间，您将需要健康保险。
ceebb65c588af19e873f799737f3b66591e44d4e,预计处理时间,预计处理时间
7f8b8c737b65602ebcd68695d53354710f0f5d28,成为第一个申请！,成为第一个申请！
525da744d593c9de6da274fa081dafe714dee5d6,查看所有细节,查看所有细节
650a893f7bd0822d40da532cae47d0f549d47432,贡献于,贡献于
b8a961f78f542ee07bb87623c47439d81e8f50b1,主要活动,主要活动
4743793372ff4910d653cd5c4d5ed1f285d34856,变更图片,变更图片
398d140e222021949666b1a97b8baddc7ff146b4,上传个人资料图片,上传个人资料图片
fc4d9d323777f7b44cb815b26b47cf0c29832c7f,请注意，上传个人资料照片即表示您同意该照片在AIESEC平台的不同部分中显示，并且由于GDPR的影响，其他用户也可以看到。,请注意，上传个人资料照片即表示您同意该照片在AIESEC平台的不同部分中显示，并且由于GDPR的影响，其他用户也可以看到。
e5ab8e81a9fec93cdb982d6bc7c206c0651c2094,祝贺您完成了EF英语水平测试。您的结果显示在下面。,祝贺您完成了EF英语水平测试。您的结果显示在下面。
62ab0c2bf8d16ce7baf2c8b1da2c561d99522256,收藏夹,收藏夹
565cef275b8858d7a64e0a522c331e62eec5d495,上传个人资料图片,上传个人资料图片
4da0b65404c02c1e00d3bfd741a9984281a29a5c,上载,上载
f384e03c86eea481be4697ecde3b48fdca0a13d0,偏好,偏好
a7af8896aa1314fa06dc433354e55a6c7d6ebf94,首选程序,首选程序
f4448e317685bc95c83e65f0f264e2e08ff87fcf,选择最适合您的程序。,选择最适合您的程序。
4b3972c3e9485218508a95f7a4ce7758e3f09ced,上载,上载
121cc5391cd2a5115bc2b3160379ee5b36cd7716,设定值,设定值
fe46ccaae902ce974e2441abe752399288298619,语言,语言
3ee5256346a70d6473ab770836d20565bcb9118b,选择您在aiesec.org上使用的语言,选择您在aiesec.org上使用的语言
8bcabdf6b16cad0313a86c7e940c5e3ad7f9f8ab,通知事项,通知事项
e46ccd1f765424d8b58a02f274e304603a35cb6c,我想收到有关以下内容的通知：,我想收到有关以下内容的通知：
f33f14958f5494de575c492db2a381ba71656e6c,邮件,邮件
4da0450345362c5af1d6d10793aa0d3c9b7d3c0a,推,推
dc7a3bffdd0422d798f983ed1cced37511f3db94,应用状态更新,应用状态更新
841f846d661aa218d9ac55210d4f7f83c954c2d6,我们将随时向您通报您的流程步骤,我们将随时向您通报您的流程步骤
dc09c31f63630f7f4d47eee5c72c1dbc1e1e10b9,被拒绝的申请,被拒绝的申请
b6bb5aec1f427b1bae314315b62b8b60fbcaba75,如果您的任何申请被拒绝，我们将通知您,如果您的任何申请被拒绝，我们将通知您
21630c169bd7f64a2bd592bad15cb8416b52a174,新的机会,新的机会
2b41e3d6f5910e0c716b96d5a761c99c80616793,我们会通知您任何适合您的新机会,我们会通知您任何适合您的新机会
a901059a45c973eefb6bf07c930ccecb3df7521d,向我发送更新,向我发送更新
29881a45dafbe5aa05cd9d0441a4c0c2fb06df92,帐户,帐户
d8a8a7f7160939fb55e82bc01fe9f876f5f2e065,删除我的账户,删除我的账户
3124df7ac5147938d9501329cd9101d012b133af,开始日期,开始日期
98b9099868c56a8f75eedb3f9001f115872e83e0,分类,分类
5ca707824ab93066c7d9b44e1b8bf216725c2c22,过滤,过滤
a9d805cecaee920384d385b8920379b7c304f22d,过滤,过滤
afd2e63cc5c3c9b477e48b089ddf94cefe069be3,程序,程序
7c92fe74812bc380cbbecc24d062e7ff73bf6c37,位置,位置
99671fd2b9fcd45ebefcf44857fe13f4ed43f979,语言能力,语言能力
8dbae7de00e7015b86c62750fda08bfd3ffe8d75,技能专长,技能专长
4d6750a7711f5904e2c0396f89801a103cf853cc,背景资料,背景资料
ad6166366223e286ec9336ccfa16c95724da2c93,工作领域,工作领域
c20a3c3e69240c529411dc98843dbe39546cafb9,持续时间,持续时间
d54b6c20b500c9a1627f0c08d28cd04ec52c27df,学习水平,学习水平
ca72d574353a355b8fadbc1ceda174a0bd1bf7cd,重启,重启
65ee68d6773a85e7442208c42aa6ac9405a69a06,餐饮,餐饮
9c2944a75a4ca03f17820aca99d25d0438c2a417,提供,提供
74110492007c6c5ee4ea300806e7f1cc333f8eb1,不提供,不提供
fb071da58bda3bf1902379e3645909caeefd6e71,住所,住所
f5c9c0d722ccd16b9e8c9ce36e3d9af6c9e16999,赞助商,赞助商
fca815e7850fa54fda810dce7bcefe97dd655238,不赞助,不赞助
80f541f6c53dcb5110ad7e7120f2757ad48b2f8a,选择您拥有的技能,选择您拥有的技能
3ee5b6579dcfd441fd08bce5b8db76cd5617d059,全球项目,全球项目
119ef40e2918317a29845ecda30d3108db89a146,选择您使用的语言,选择您使用的语言
fb3643b76148c9fdd3c5d2a2ad60f827232170d4,选择您的学习水平,选择您的学习水平
99ee4faa69cd2ea8e3678c1f557c0ff1f05aae46,明确,明确
adc7f4868f105eff1da8dd656b6dc6fb63a53c89,不支援浏览器,不支援浏览器
8a10730c37df8aa0058f97dd212ea24eb20fb99c,由AIESEC开展的“青年口语调查”是一项全球性洞察力调查，旨在将青年的集体声音带给做出影响年轻人的决策的不同利益相关者。,由AIESEC开展的“青年口语调查”是一项全球性洞察力调查，旨在将青年的集体声音带给做出影响年轻人的决策的不同利益相关者。
8f113e0c2400a0890ac82cdffd265a75e765f556,"YouthSpeak调查于2016年启动。我们成功收集了来自197个国家和地区的185,000多个年轻人的反馈。","YouthSpeak调查于2016年启动。我们成功收集了来自197个国家和地区的185,000多个年轻人的反馈。"
13ea94585ee04f4609ed6d4f1d3a8fd8b7b034c5,今年，我们将启动“ 2019年青年讲话调查”。这一年的调查为年轻人提供了发表意见，表达他们对关键挑战，希望和抱负的意见的空间，因此我们希望与青年一起共同创造2030年的世界。,今年，我们将启动“ 2019年青年讲话调查”。这一年的调查为年轻人提供了发表意见，表达他们对关键挑战，希望和抱负的意见的空间，因此我们希望与青年一起共同创造2030年的世界。
eada01e91365a7fe2e3ebbd31c1c8200957fcd73,由AIESEC支持的YouthSpeak论坛是一项活动，旨在使年轻人了解他们如何通过简短而有力的演讲为可持续发展目标做出贡献，并通过技能培训研讨会激发人们对自我发展的兴趣。,由AIESEC支持的YouthSpeak论坛是一项活动，旨在使年轻人了解他们如何通过简短而有力的演讲为可持续发展目标做出贡献，并通过技能培训研讨会激发人们对自我发展的兴趣。
9b58cfe925d45fe99029142f88560be3de9511d9,参加您所在城市或大学的YouthSpeak论坛。,参加您所在城市或大学的YouthSpeak论坛。
edfb22f5b7fe92310ee6bef902aa3ea50949102f,参加各种权力讲座和讲习班，了解紧迫的全球和地方问题。与其他与会者互动，共同确定潜在的解决方案。,参加各种权力讲座和讲习班，了解紧迫的全球和地方问题。与其他与会者互动，共同确定潜在的解决方案。
c5218030cefa1dd12750b328dc8154d749ea05d5,我的申请,我的申请
deb69e678a810bdecbeb31c525f21d42d1af0794,您尚未申请任何机会。,您尚未申请任何机会。
f75d533eaae44eccf1b2603a25646c11b4853110,开始寻找机会,开始寻找机会
7e892ba15f2c6c17e83510e273b3e10fc32ea016,搜索,搜索
aad343b5e21ba65598a48a0bf514f4cb36a0036f,美东时间。处理时间是,美东时间。处理时间是
721c5049f844116adbebd35d077c25b851549ba1,更新,更新
452ef1b96854fe05618303ee601f8fed3b866c9f,资源资源,资源资源
95a2e12582cb2c08c3b22735c3084d1f1533049d,该公司要求您通过他们的门户网站申请才能完成申请。如果您已经完成，请坚持下去，直到我们与您联系。,该公司要求您通过他们的门户网站申请才能完成申请。如果您已经完成，请坚持下去，直到我们与您联系。
099d22652145e01ec68bc57ce995d48ba367c971,转到门户,转到门户
a72705f75bbbd3182e1f964d370c81c8c9ebb38c,录取通知书,录取通知书
19920b8f6be14f8924e6b545313482e958a5838a,初始LDA结果,初始LDA结果
85d4be0e7b8403ed623cb67e43063903fbe870c7,标准调查,标准调查
9e37e0d06148c7708e88b4a1eb412babbe1a4afc,证书,证书
b50988184cc496b945add2d11552b5ecfbbbc9a8,LDA最终结果,LDA最终结果
8434d4a28744d7df82cd39ef8da4266fcbc40064,开始,开始
b1bf5b6a06522ad62ed14c1fb857bc34b7b38ac0,参加评估,参加评估
4afe31926e62fc7ec57318632befdc12955b7ce5,申请步骤,申请步骤
e88a0db75b5f6b9a5e08bd36deabbccb5622782b,恭喜您完成体验！,恭喜您完成体验！
bd2288956223cc75b791c389d3461624f8c7b40a,获得成功完成AIESEC领导力发展经验的证书。您可以根据需要在应用程序详细信息中的资源中访问此证书。,获得成功完成AIESEC领导力发展经验的证书。您可以根据需要在应用程序详细信息中的资源中访问此证书。
1fef546f3c2bd4969940f80319334d8eec9f777d,是的，下载证书,是的，下载证书
9012180345457a80a52622d9acc9f5d52c12d2ac,否，编辑姓名,否，编辑姓名
20bead7f3b48de2cd9b3dd5de3a13094013318f4,在生成证书之前，请先验证您的姓名。,在生成证书之前，请先验证您的姓名。
5b3075e8dc3f3921ec316b0bd83b6d14a06c1a4f,保存更改,保存更改
e859df71e5b52307188a147567cda630a3d46679,取消,取消
0498dc7ae90d8513e065d56ec3ee30961046aaca,下载证书,下载证书
ca4abffa10a9a2719f39cd815131548b12acb96b,获得成功完成AIESEC领导力发展经验的证书。您可以根据需要在应用程序详细信息中的资源中访问此证书。,获得成功完成AIESEC领导力发展经验的证书。您可以根据需要在应用程序详细信息中的资源中访问此证书。
e1248dc2b149994969a9c4ec0fe2b80415085cf7,您的证书将发送到您的电子邮件。,您的证书将发送到您的电子邮件。
9ea3d3c2818646de9468fd9162cd2caa09d92481,航班详情,航班详情
ee57b34fb4510248b2a7891884ad574b6e65fd8f,是的，我有。,是的，我有。
86331dbb94cd23b4dd12a8e9987d319fa8107bc0,到达机场,到达机场
4cd8ca118c7cc4ec9e617f93320e9e4918bb9fd4,机场（代码和名称）,机场（代码和名称）
853af7d1f6656baff6d5fde1f4f6057a42a78936,约会时间,约会时间
8b696638019b0bff98f44fee4697b6bfee919996,返回日期不能早于开始日期！,返回日期不能早于开始日期！
d7a85cc8da7905efeab2e036831c17ac87e62900,返程出发机场,返程出发机场
4f8797c41b807be5f9e3a130bef4fad7cdac3e68,（如果您尚未预订往返票，则可以稍后填写。）,（如果您尚未预订往返票，则可以稍后填写。）
71c77bb8cecdf11ec3eead24dd1ba506573fa9cd,提交,提交
2c03bf56f06b511f3467086c09ebd3c4953e5b07,不我没有。,不我没有。
3eb7f19a069d1a45f089eb9c541fbe4914b941be,飞机场,飞机场
fd805eab83b7f5c0f46c939986cd3e5be72e9385,日期,日期
df9ebc2b5804df61020c9fb8c625bbbd647e0298,时间,时间
62c9fcfd850eb74805a57221fa5db3a5252d8cb4,反馈调查,反馈调查
dccc035628d800f0b268a09bd0da7b13caf39945,通过全球志愿人员的机会，AIESEC正在努力实现联合国可持续发展目标。这些目标旨在到2030年消除极端贫困，不平等和气候变化。,通过全球志愿人员的机会，AIESEC正在努力实现联合国可持续发展目标。这些目标旨在到2030年消除极端贫困，不平等和气候变化。
6ebba0b92d00dc0d39d079e63e0016bb932d2930,我们希望确保记录每个志愿者的积极影响。这将使我们能够更好地了解我们项目的成果并报告其影响。,我们希望确保记录每个志愿者的积极影响。这将使我们能够更好地了解我们项目的成果并报告其影响。
4dff360839f1b997fcf97841caf5ef5be4d38ab5,请根据您在项目中的工作结果为每个指标填写以下字段。,请根据您在项目中的工作结果为每个指标填写以下字段。
90befe22535a52e2f703cb0d1f3c8c6f9c88cf9d,需要。请把空白处全部填写。,需要。请把空白处全部填写。
41bcea7b08bbd7328312f727ae01b7f074da6233,继续,继续
7c3e5667d16c7fa3e19bab6004174c1cf56e25d2,您想成为AIESEC的发起人吗？,您想成为AIESEC的发起人吗？
3f4a7634769edb80df9bd98454e9053eb3b9e0f4,在我们的网站上分享推荐。,在我们的网站上分享推荐。
dd7eb49c0e8fa8c9da07335c1db7d1dcb7b23daf,如果您想在我们的博客上发表您的交流故事，请填写,如果您想在我们的博客上发表您的交流故事，请填写
356a816f6e401934709fa0a507db09081a2944ef,这种形式,这种形式
cb6095ce55dcd8f7fc0ef007f75cad8389fc66d0,我们会保持联系。,我们会保持联系。
6374f795b6026bcccfe6970310c77f0d403bb1cd,感谢您的反馈意见,感谢您的反馈意见
a7868521fbf6d9fb7b97f910c3f060bbd995a118,好的,好的
46ddf4fa76e5c1e67a5c2a617331d6272a8f4dbe,总金额：,总金额：
7c35c5c1cc25faef6d211725a6d38bcd4cf1d30a,货币：,货币：
a534791564b982d51d863c3cc957569ae9116905,网上付款,网上付款
1ee18aebcc5453f861041b1d5ad7bb27f33dc29f,我们高度重视您的经验和独特的观点。为了帮助我们改进，我们想问您几个问题。调查大约需要5分钟才能完成。完成后，将为您生成AIESEC经验证书，并将在下面提供下载。非常感谢您的反馈和宝贵的时间！,我们高度重视您的经验和独特的观点。为了帮助我们改进，我们想问您几个问题。调查大约需要5分钟才能完成。完成后，将为您生成AIESEC经验证书，并将在下面提供下载。非常感谢您的反馈和宝贵的时间！
35e659b7b40d2866bff6491d7b92cdbbe5c0e175,参加调查,参加调查
ea35c991a4b703b1d0559be8a04a7cd6f764a6ed,你说什么？,你说什么？
21ca684b57ba607da7086d98491beafd6a2a08f1,好的，我们走吧！,好的，我们走吧！
019c235eb60021addf32b8321741a133902f5e63,选择您可以进行交换的最早日期。,选择您可以进行交换的最早日期。
c61628616ef13107a87b0717eff486b89b62cd51,从开始日期选择您有空的周数。,从开始日期选择您有空的周数。
860c1a840508514f19313e93ea3e991fd4f53d3f,6-8周,6-8周
a6667dbf7bdb28f6a67ed6a8c2e559b58fe5fbd7,6-12周,6-12周
d52c0a8a0c655029465057140c45b228e677ffd4,12-72周,12-72周
c149ff003a5bfe36cf19d33470b0168439ba12e9,我不在乎持续时间,我不在乎持续时间
cc88087fb423b1ec7efb29cd706feb91092bd4fd,继续,继续
98ae65ebba6c43c5cda8bdbd6f03e1daa0595af1,推荐的,推荐的
9441d4d1fe0389a864a842b681b98653e8232e6e,志愿者,志愿者
8b0653973ded9b0e7d9c4eec24d68c4bd3ea90f9,启动,启动
c8a561306692b2586037e8f66fbefd53fa67ef01,我们的全球企业家实习机会将非常适合您。,我们的全球企业家实习机会将非常适合您。
6dbdf45a43dea309fdbce6f292a14b49eb332836,企业的,企业的
9e9ca1da40a9805f3a8ee9b4a2f0f2cd75c147a0,我们的全球人才实习机会将非常适合您。,我们的全球人才实习机会将非常适合您。
bf4c8d98eea9424348ef40942ca9954e3ad03574,AIESEC与联合国合作，将所有志愿者机会与可持续发展目标（SDGs）相结合。现在，您可以利用我们的机会为您带来全球影响力。,AIESEC与联合国合作，将所有志愿者机会与可持续发展目标（SDGs）相结合。现在，您可以利用我们的机会为您带来全球影响力。
479f1b29b188cf4a898d0cf828064507be3c3efb,选择您想贡献的以下一个或多个SDG。,选择您想贡献的以下一个或多个SDG。
bdf5bc9d2dc28b796daf5eb88e4f527a8cd09a79,没有偏好,没有偏好
65d2a41dbe1f7ea38131abafdf653ebd12319a9a,做完，下一个！,做完，下一个！
ce932a5d0253dd04760bef21687b3b5fdba956a7,根据您的选择，我们有以下工作领域可供选择。,根据您的选择，我们有以下工作领域可供选择。
0e80d7ecc3df8ea25ca941698fdac3ddf9881d26,选择您想要选择的一个或多个工作领域。,选择您想要选择的一个或多个工作领域。
105aa21bd83d953d9d4aa35b9cc5066af6167e79,根据您的选择和您当前的位置，我们为您提供首次AIESEC体验的可能国家/地区列表。,根据您的选择和您当前的位置，我们为您提供首次AIESEC体验的可能国家/地区列表。
234e214e1ee60c711d62eddae020af164b808230,选择您想去的一个或多个国家。,选择您想去的一个或多个国家。
29d04c8799a2fc0a00e5afec74e6839e9d8cd96c,这是您选择的选项，如有需要，请随时进行更改。,这是您选择的选项，如有需要，请随时进行更改。
fe788dd32538034a1afe978e956f3d2403e2df83,利益,利益
024cdb2814b0cb3f4ced148f1a0b9854447cb214,更改,更改
35bd52c2e16cbd42a7c9808105f337e8d5518df8,太好了，让我们看看吧！,太好了，让我们看看吧！
f4d99f8dbfaacd022c33230a1b57f1c151f0761f,您确定要跳过吗？,您确定要跳过吗？
2cb7e729ca13ed490f3db2e1c44f175d0c98c12e,是的，跳过,是的，跳过
c351616c72b2aefd8588f82d6df8f6edbefe2e72,不好了！我们似乎找不到此页面。,不好了！我们似乎找不到此页面。
fe98d75649b77b69c58ffa40494a7c60f1a15430,让我们帮助您找到回家的路。如果您仍有疑问，可以通过点击屏幕右下角的蓝色聊天气泡与我们聊天。,让我们帮助您找到回家的路。如果您仍有疑问，可以通过点击屏幕右下角的蓝色聊天气泡与我们聊天。
341cb8d15e153d729e77c502ea9d60c32e724da9,回家,回家
341cb8d15e153d729e77c502ea9d60c32e724da9,回家,回家
